epoch,episode,turn,agent,move,reward,success,winner
64,9068,"(0, 0, 255)",Agent 2,12-16,0.1,True,None
64,9068,"(255, 0, 0)",Agent 1,24-20,0.1,True,None
64,9068,"(0, 0, 255)",Agent 2,16-19,-2.9,True,None
64,9068,"(255, 0, 0)",Agent 1,23x16,5.1,True,None
64,9068,"(0, 0, 255)",Agent 2,9-14,0.1,True,None
64,9068,"(255, 0, 0)",Agent 1,27-24,0.1,True,None
64,9068,"(0, 0, 255)",Agent 2,14-18,-2.9,True,None
64,9068,"(255, 0, 0)",Agent 1,22x15,-0.9000000000000004,True,None
64,9068,"(0, 0, 255)",Agent 2,11x18,5.1,True,None
64,9068,"(255, 0, 0)",Agent 1,32-27,0.1,True,None
64,9068,"(0, 0, 255)",Agent 2,18-23,-5.9,True,None
64,9068,"(255, 0, 0)",Agent 1,26x19,8.1,True,None
64,9068,"(0, 0, 255)",Agent 2,10-15,-2.9,True,None
64,9068,"(255, 0, 0)",Agent 1,19x10,-0.9000000000000004,True,None
64,9068,"(0, 0, 255)",Agent 2,7x14,5.1,True,None
64,9068,"(255, 0, 0)",Agent 1,30-26,0.1,True,None
64,9068,"(0, 0, 255)",Agent 2,14-18,0.1,True,None
64,9068,"(255, 0, 0)",Agent 1,26-23,0.1,True,None
64,9068,"(0, 0, 255)",Agent 2,18-22,-2.9,True,None
64,9068,"(255, 0, 0)",Agent 1,25x18,5.1,True,None
64,9068,"(0, 0, 255)",Agent 2,8-12,0.1,True,None
64,9068,"(255, 0, 0)",Agent 1,29-25,-2.9,True,None
64,9068,"(0, 0, 255)",Agent 2,12x19x26,22.1,True,None
64,9068,"(255, 0, 0)",Agent 1,31x22,5.1,True,None
64,9068,"(0, 0, 255)",Agent 2,6-10,0.1,True,None
64,9068,"(255, 0, 0)",Agent 1,20-16,0.1,True,None
64,9068,"(0, 0, 255)",Agent 2,10-15,-2.9,True,None
64,9068,"(255, 0, 0)",Agent 1,18x11,5.1,True,None
64,9068,"(0, 0, 255)",Agent 2,5-9,0.1,True,None
64,9068,"(255, 0, 0)",Agent 1,27-23,0.1,True,None
64,9068,"(0, 0, 255)",Agent 2,9-13,0.1,True,None
64,9068,"(255, 0, 0)",Agent 1,24-19,0.1,True,None
64,9068,"(0, 0, 255)",Agent 2,4-8,-2.9,True,None
64,9068,"(255, 0, 0)",Agent 1,11x4,28.1,True,None
64,9068,"(0, 0, 255)",Agent 2,13-17,-5.9,True,None
64,9068,"(255, 0, 0)",Agent 1,22x13,8.1,True,None
64,9068,"(0, 0, 255)",Agent 2,2-6,0.1,True,None
64,9068,"(255, 0, 0)",Agent 1,28-24,0.1,True,None
64,9068,"(0, 0, 255)",Agent 2,3-8,-2.9,True,None
64,9068,"(255, 0, 0)",Agent 1,4x11,5.1,True,None
64,9068,"(0, 0, 255)",Agent 2,6-10,0.1,True,None
64,9068,"(255, 0, 0)",Agent 1,24-20,0.1,True,None
64,9068,"(0, 0, 255)",Agent 2,10-14,0.1,True,None
64,9068,"(255, 0, 0)",Agent 1,25-22,0.1,True,None
64,9068,"(0, 0, 255)",Agent 2,14-17,-2.9,True,None
64,9068,"(255, 0, 0)",Agent 1,21x14,8.1,True,None
64,9068,"(0, 0, 255)",Agent 2,1-6,0.1,True,None
64,9068,"(255, 0, 0)",Agent 1,19-15,0.1,True,None
64,9068,"(0, 0, 255)",Agent 2,6-10,-5.9,True,None
64,9068,"(255, 0, 0)",Agent 1,15x6,508.1,True,"(255, 0, 0)"
