epoch,episode,turn,agent,move,reward,success,winner
50,307,"(0, 0, 255)",Agent 2,12-16,0.1,True,None
50,307,"(255, 0, 0)",Agent 1,24-20,0.1,True,None
50,307,"(0, 0, 255)",Agent 2,16-19,-2.9,True,None
50,307,"(255, 0, 0)",Agent 1,23x16,5.1,True,None
50,307,"(0, 0, 255)",Agent 2,9-14,0.1,True,None
50,307,"(255, 0, 0)",Agent 1,27-24,0.1,True,None
50,307,"(0, 0, 255)",Agent 2,14-18,-2.9,True,None
50,307,"(255, 0, 0)",Agent 1,22x15,-0.9000000000000004,True,None
50,307,"(0, 0, 255)",Agent 2,11x18,5.1,True,None
50,307,"(255, 0, 0)",Agent 1,21-17,0.1,True,None
50,307,"(0, 0, 255)",Agent 2,18-23,-2.9,True,None
50,307,"(255, 0, 0)",Agent 1,26x19,5.1,True,None
50,307,"(0, 0, 255)",Agent 2,10-15,-2.9,True,None
50,307,"(255, 0, 0)",Agent 1,19x10,-0.9000000000000004,True,None
50,307,"(0, 0, 255)",Agent 2,7x14x21,25.1,True,None
50,307,"(255, 0, 0)",Agent 1,31-27,0.1,True,None
50,307,"(0, 0, 255)",Agent 2,8-12,0.1,True,None
50,307,"(255, 0, 0)",Agent 1,25-22,-2.9,True,None
50,307,"(0, 0, 255)",Agent 2,12x19,2.0999999999999996,True,None
50,307,"(255, 0, 0)",Agent 1,24x15,5.1,True,None
50,307,"(0, 0, 255)",Agent 2,6-10,-2.9,True,None
50,307,"(255, 0, 0)",Agent 1,15x6,-0.9000000000000004,True,None
50,307,"(0, 0, 255)",Agent 2,2x9,5.1,True,None
50,307,"(255, 0, 0)",Agent 1,30-26,0.1,True,None
50,307,"(0, 0, 255)",Agent 2,21-25,0.1,True,None
50,307,"(255, 0, 0)",Agent 1,22-18,0.1,True,None
50,307,"(0, 0, 255)",Agent 2,3-8,-2.9,True,None
50,307,"(255, 0, 0)",Agent 1,29x22,5.1,True,None
50,307,"(0, 0, 255)",Agent 2,8-12,0.1,True,None
50,307,"(255, 0, 0)",Agent 1,27-24,0.1,True,None
50,307,"(0, 0, 255)",Agent 2,9-13,0.1,True,None
50,307,"(255, 0, 0)",Agent 1,32-27,0.1,True,None
50,307,"(0, 0, 255)",Agent 2,5-9,0.1,True,None
50,307,"(255, 0, 0)",Agent 1,27-23,0.1,True,None
50,307,"(0, 0, 255)",Agent 2,4-8,0.1,True,None
50,307,"(255, 0, 0)",Agent 1,20-16,-2.9,True,None
50,307,"(0, 0, 255)",Agent 2,12x19,-0.9000000000000004,True,None
50,307,"(255, 0, 0)",Agent 1,23x16,5.1,True,None
50,307,"(0, 0, 255)",Agent 2,8-11,-2.9,True,None
50,307,"(255, 0, 0)",Agent 1,16x7,8.1,True,None
50,307,"(0, 0, 255)",Agent 2,9-14,-2.9,True,None
50,307,"(255, 0, 0)",Agent 1,18x9,8.1,True,None
50,307,"(0, 0, 255)",Agent 2,13-17,-2.9,True,None
50,307,"(255, 0, 0)",Agent 1,22x13,5.1,True,None
50,307,"(0, 0, 255)",Agent 2,1-6,-2.9,True,None
50,307,"(255, 0, 0)",Agent 1,9x2,525.1,True,"(255, 0, 0)"
